source_id,proposed_scene,decision,final_scene,scene_confirmed,safety_confirmed,real_world_confirmed,non_fixture_confirmed,license_review_status,non_copyright_review_status,api_egress_allowed,reviewer,review_reason
commons-178defdf06a1,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-1a9335df2c92,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-1c0b37e99d92,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-2314bc383c45,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-2447d5f55631,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-431aee99b49c,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-548decb5b0c3,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-6c864e1d89c6,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-940e1eff4ff0,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-bd7054e39a05,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-c6756b92dd2c,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-ee83479efdf5,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-fd33f0126f30,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-0bb7bd87b4509fcd,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-8b38d62439f8,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-94a70073985c,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-00c8ef9bf591f4fb,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-0136f7c2e62f46ca,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-02400d99c2eaf5cc,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-0251452642908e43,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-026fa3777c04b863,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-038d1dae9fc162d4,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-040bd591585d0e6b,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-043f3655deab6e7c,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-0768715f98bd7563,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-07c9baa2741e5b90,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-080329408b96faa0,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-08877441bb91eceb,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-093d610f36345097,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-0aad79bc03364c65,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-0b5e89a49ffe9399,single_product_promo,select_heldout,single_product_promo,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out single_product_promo/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-90c64109f1f9,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-9b604915d3ea,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-233cdd06d1f6,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-326b053e2119,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-5cdc5e28f230,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-70ea0d839d28,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-b5925eb0dc48,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-d52c3d8ae78c,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-ee5e8a6e26cc,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-fbe9ebc71343,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-fddc0e5e57be,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-141a6e42dd1a,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-8409bac07d6a,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-9d8c2d44515b,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-1076fb7ebe26,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-1cbb33ba37d5,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-331edda65616,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-4b2a679cbff6,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-6812acda0d17,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-89f6787ebb1d,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-94456e6ebfe1,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-964ed00d3811,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-b8c5450a2def,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-be6749a9f67a,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-d747b94892a9,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-e2242e34bb02,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-ef4fcdd7565b,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-f37c94b20ef9,single_product_promo,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-6099f617c6ce7a39,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-2c7bc5de267b,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-62f6ac61102c,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-6fe14feca25d,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-7e943260abdc,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-ab2edbb198bc,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-b191e818f339,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-e1c26eb6cb00,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-031244297d177089,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-0c8f84c8315e1d50,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-15c473ae47357d22,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-36dd21f5006a6b69,multi_product_commercial,select_heldout,multi_product_commercial,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_product_commercial/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-1296f31d179c,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-12e03c08dada,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-189b9dd8898d,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-f1b732bb9faa,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-67b736657324,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-17202c5cd4a3,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-3062c1d07622,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-557f284be9ad,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-7b4ccfd219b7,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-a3edcb30c0dc,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-ec2ee63efb64,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-50ec88d81b7b,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-51cd78f1e391,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-68cac0b9bf76,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-cfcd187d2a4d,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-d330f5ac392d,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-eb2d55371836,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-b19eed2e5430,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-4b48a5e945fb,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_2 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-099ba81ed475,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-8de3ceb20492,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-90412cba315a,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-baab83e0bffe,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-2dedc4be304f,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_extreme overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-6a7040786286,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-7d0c597661b0,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-c33b0d03044f,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-e16f8127b39c,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-5f8a143c4ebd,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-7cd949fe7934,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-8d61abbb73b7,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-f39ac294a168,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-00e8e1122ed9f31c,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
commons-5835540f49a3,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-07556da96e27ec13,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-09dd0671cd633432,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-0047534bb816eb48,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
oi-0a4c4ab517c2900e,multi_person,select_heldout,multi_person,true,true,true,true,approved,approved_for_research_benchmark,false,codex,"Viewed at original detail in the held-out multi_person/aspect_hard_1 overview; scene, safety, public license, real-world and non-fixture status confirmed. API egress remains disabled."
