source_id,proposed_scene,upstream_dataset,upstream_id,official_source,source_url,review_url,license_evidence_url,license,license_url,author,attribution,access_date,upstream_revision_timestamp,upstream_hash,original_width,original_height,review_width,review_height,source_aspect,pressure,difficulty_tier,orientation,resolution_eligible,review_sha256,phash,review_local_filename,download_status,discovery_reason
commons-e4e9956fa2fc,landscape_architecture_structure,wikimedia_commons,File:Front de Seine as seen from Pont Mirabeau 140412 1.jpg,https://commons.wikimedia.org/wiki/File:Front_de_Seine_as_seen_from_Pont_Mirabeau_140412_1.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e7/Front_de_Seine_as_seen_from_Pont_Mirabeau_140412_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Front_de_Seine_as_seen_from_Pont_Mirabeau_140412_1.jpg/1280px-Front_de_Seine_as_seen_from_Pont_Mirabeau_140412_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Front_de_Seine_as_seen_from_Pont_Mirabeau_140412_1.jpg#Licensing,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Daniel Vorndran / DXR,Daniel Vorndran / DXR — Front de Seine as seen from Pont Mirabeau 140412 1.jpg — CC BY-SA 3.0 — via Wikimedia Commons,2026-08-12,2014-04-13T14:38:57Z,sha1:1295bb1f546f39d3ae740c965cee37d7d25d9fa4,11250,4500,1280,512,2.50000000,2.50000000,aspect_hard_2,landscape,true,454942b04a7f1152fbfbe7a8c1bacbd0f48c6baa72c692eff07a3938ec2f5346,f20b8cee39e1b345,candidate_review/commons-e4e9956fa2fc.bin,downloaded,Commons aspect-targeted query; visual scene review required.
commons-f9d2149c6bf1,landscape_architecture_structure,wikimedia_commons,File:(Villeneuve-lès-Bouloc) Façade du Chateau de Villefranche.jpg,https://commons.wikimedia.org/wiki/File:(Villeneuve-l%C3%A8s-Bouloc)_Fa%C3%A7ade_du_Chateau_de_Villefranche.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d1/%28Villeneuve-l%C3%A8s-Bouloc%29_Fa%C3%A7ade_du_Chateau_de_Villefranche.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/%28Villeneuve-l%C3%A8s-Bouloc%29_Fa%C3%A7ade_du_Chateau_de_Villefranche.jpg/1280px-%28Villeneuve-l%C3%A8s-Bouloc%29_Fa%C3%A7ade_du_Chateau_de_Villefranche.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:(Villeneuve-l%C3%A8s-Bouloc)_Fa%C3%A7ade_du_Chateau_de_Villefranche.jpg#Licensing,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Didier Descouens,Didier Descouens — (Villeneuve-lès-Bouloc) Façade du Chateau de Villefranche.jpg — CC BY-SA 4.0 — via Wikimedia Commons,2026-08-12,2021-01-07T18:50:09Z,sha1:4f5b51133ff193e4617a667c2035abc23c004fa1,13932,5640,1280,518,2.47104247,2.47104247,aspect_hard_2,landscape,true,5dd24e0ca48bbfba929e1737ad492c817ccbf9bb60a537b8b8d956f94e84634b,d4ab8bd0a7162a3d,candidate_review/commons-f9d2149c6bf1.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/%28Villeneuve-l%C3%A8s-Bouloc%29_Fa%C3%A7ade_du_Chateau_de_Villefranche.jpg/1280px-%28Villeneuve-l%C3%A8s-Bouloc%29_Fa%C3%A7ade_du_Chateau_de_Villefranche.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-0737b43c3bc0,multi_person,wikimedia_commons,File:Girl to Woman Festival crowd 2018.png,https://commons.wikimedia.org/wiki/File:Girl_to_Woman_Festival_crowd_2018.png,https://upload.wikimedia.org/wikipedia/commons/f/fd/Girl_to_Woman_Festival_crowd_2018.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Girl_to_Woman_Festival_crowd_2018.png/1280px-Girl_to_Woman_Festival_crowd_2018.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Girl_to_Woman_Festival_crowd_2018.png#Licensing,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Girl to Woman,Girl to Woman — Girl to Woman Festival crowd 2018.png — CC BY 3.0 — via Wikimedia Commons,2026-08-12,2020-05-06T02:34:51Z,sha1:91fd8dcf7081f35478eaa217b932484922bc3448,1914,1073,1280,718,1.78272981,1.78272981,aspect_hard_1,landscape,true,15a13dd0f899e5fcc2ab033379554d94abecec8528cb9234e39fede753bfafd8,c087f912a740ff09,candidate_review/commons-0737b43c3bc0.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Girl_to_Woman_Festival_crowd_2018.png/1280px-Girl_to_Woman_Festival_crowd_2018.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-103060e15b5a,multi_person,wikimedia_commons,File:Lithuanian Forces SAR demonstration at Runway Run ‘26 (9589072).jpg,https://commons.wikimedia.org/wiki/File:Lithuanian_Forces_SAR_demonstration_at_Runway_Run_%E2%80%9826_(9589072).jpg,https://upload.wikimedia.org/wikipedia/commons/8/8e/Lithuanian_Forces_SAR_demonstration_at_Runway_Run_%E2%80%9826_%289589072%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Lithuanian_Forces_SAR_demonstration_at_Runway_Run_%E2%80%9826_%289589072%29.jpg/1280px-Lithuanian_Forces_SAR_demonstration_at_Runway_Run_%E2%80%9826_%289589072%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Lithuanian_Forces_SAR_demonstration_at_Runway_Run_%E2%80%9826_(9589072).jpg#Licensing,Public domain,https://commons.wikimedia.org/wiki/File:Lithuanian_Forces_SAR_demonstration_at_Runway_Run_%E2%80%9826_(9589072).jpg#Licensing,U.S. Army photo by 1st Sgt. Suzanne Ringle,U.S. Army photo by 1st Sgt. Suzanne Ringle — Lithuanian Forces SAR demonstration at Runway Run ‘26 (9589072).jpg — Public domain — via Wikimedia Commons,2026-08-12,2026-04-19T21:58:46Z,sha1:6d25d589cebbc63dd0898afba61927e84b0e0607,4000,2252,1280,721,1.77531207,1.77531207,aspect_hard_1,landscape,true,a5fc6739f424137414d14131edd13c0c265e1eb822c466c62eb2036167b9b666,b18e4e3183d44ebb,candidate_review/commons-103060e15b5a.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Lithuanian_Forces_SAR_demonstration_at_Runway_Run_%E2%80%9826_%289589072%29.jpg/1280px-Lithuanian_Forces_SAR_demonstration_at_Runway_Run_%E2%80%9826_%289589072%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-1cb925727a56,multi_person,wikimedia_commons,File:Bernie Sanders for President (21579997338).jpg,https://commons.wikimedia.org/wiki/File:Bernie_Sanders_for_President_(21579997338).jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/Bernie_Sanders_for_President_%2821579997338%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Bernie_Sanders_for_President_%2821579997338%29.jpg/1280px-Bernie_Sanders_for_President_%2821579997338%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Bernie_Sanders_for_President_(21579997338).jpg#Licensing,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Phil Roeder from Des Moines, IA, USA","Phil Roeder from Des Moines, IA, USA — Bernie Sanders for President (21579997338).jpg — CC BY 2.0 — via Wikimedia Commons",2026-08-12,2017-04-14T07:32:35Z,sha1:8be7504a7dcf4aa76e4bfdfbdee7e7d8f7f278e0,4542,3028,1280,853,1.50058617,1.50058617,aspect_hard_1,landscape,true,180656251658d46004ec8225689788cd9637aabcb9ec3ad2f0799ffa6cfdabb3,c8c9a59c1eded250,candidate_review/commons-1cb925727a56.bin,downloaded,Commons scene search supplement; visual scene review required.
commons-2dedc4be304f,multi_person,wikimedia_commons,"File:Day Before Beginning of Great Reno Balloon Race, Reno, Nevada (21154555760).jpg","https://commons.wikimedia.org/wiki/File:Day_Before_Beginning_of_Great_Reno_Balloon_Race,_Reno,_Nevada_(21154555760).jpg",https://upload.wikimedia.org/wikipedia/commons/f/fe/Day_Before_Beginning_of_Great_Reno_Balloon_Race%2C_Reno%2C_Nevada_%2821154555760%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Day_Before_Beginning_of_Great_Reno_Balloon_Race%2C_Reno%2C_Nevada_%2821154555760%29.jpg/1280px-Day_Before_Beginning_of_Great_Reno_Balloon_Race%2C_Reno%2C_Nevada_%2821154555760%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Day_Before_Beginning_of_Great_Reno_Balloon_Race,_Reno,_Nevada_(21154555760).jpg#Licensing",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Ken Lund from Reno, Nevada, USA","Ken Lund from Reno, Nevada, USA — Day Before Beginning of Great Reno Balloon Race, Reno, Nevada (21154555760).jpg — CC BY-SA 2.0 — via Wikimedia Commons",2026-08-12,2015-12-05T22:28:44Z,sha1:665971b9b2c26c95b9a620842ebad30fc547447a,3780,995,1280,337,3.79821958,3.79821958,aspect_extreme,landscape,true,bd3a712e6cc91aa6b737adc77438f94161f6b636a225da99c481debefd362491,c6f4d95b1920a66e,candidate_review/commons-2dedc4be304f.bin,downloaded,Commons aspect-targeted query; visual scene review required.
commons-3216896406ba,multi_person,wikimedia_commons,"File:Faroukh Virani, Samiya Khan, Ijaaz Noohu, Hina X Khan, and Kausar Mohammed at SXSW on March 14 2024.jpg","https://commons.wikimedia.org/wiki/File:Faroukh_Virani,_Samiya_Khan,_Ijaaz_Noohu,_Hina_X_Khan,_and_Kausar_Mohammed_at_SXSW_on_March_14_2024.jpg",https://upload.wikimedia.org/wikipedia/commons/b/b0/Faroukh_Virani%2C_Samiya_Khan%2C_Ijaaz_Noohu%2C_Hina_X_Khan%2C_and_Kausar_Mohammed_at_SXSW_on_March_14_2024.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Faroukh_Virani%2C_Samiya_Khan%2C_Ijaaz_Noohu%2C_Hina_X_Khan%2C_and_Kausar_Mohammed_at_SXSW_on_March_14_2024.jpg/1280px-Faroukh_Virani%2C_Samiya_Khan%2C_Ijaaz_Noohu%2C_Hina_X_Khan%2C_and_Kausar_Mohammed_at_SXSW_on_March_14_2024.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"https://commons.wikimedia.org/wiki/File:Faroukh_Virani,_Samiya_Khan,_Ijaaz_Noohu,_Hina_X_Khan,_and_Kausar_Mohammed_at_SXSW_on_March_14_2024.jpg#Licensing",CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Everwest,"Everwest — Faroukh Virani, Samiya Khan, Ijaaz Noohu, Hina X Khan, and Kausar Mohammed at SXSW on March 14 2024.jpg — CC BY 4.0 — via Wikimedia Commons",2026-08-12,2024-03-17T20:29:35Z,sha1:fd259a92e5c3f14ebdfcd4fc204c5f3de32f32c7,6720,4480,1280,853,1.50058617,1.50058617,aspect_hard_1,landscape,true,0d538766585e43efe72666de63bf36644424b3c2ad8405640ea3a7c127f1266a,c769386f86dcc631,candidate_review/commons-3216896406ba.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Faroukh_Virani%2C_Samiya_Khan%2C_Ijaaz_Noohu%2C_Hina_X_Khan%2C_and_Kausar_Mohammed_at_SXSW_on_March_14_2024.jpg/1280px-Faroukh_Virani%2C_Samiya_Khan%2C_Ijaaz_Noohu%2C_Hina_X_Khan%2C_and_Kausar_Mohammed_at_SXSW_on_March_14_2024.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-4347ff882f64,multi_person,wikimedia_commons,File:A group of people wait for California condors to take their first flights in the wild (54031835089).jpg,https://commons.wikimedia.org/wiki/File:A_group_of_people_wait_for_California_condors_to_take_their_first_flights_in_the_wild_(54031835089).jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/A_group_of_people_wait_for_California_condors_to_take_their_first_flights_in_the_wild_%2854031835089%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/A_group_of_people_wait_for_California_condors_to_take_their_first_flights_in_the_wild_%2854031835089%29.jpg/1280px-A_group_of_people_wait_for_California_condors_to_take_their_first_flights_in_the_wild_%2854031835089%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:A_group_of_people_wait_for_California_condors_to_take_their_first_flights_in_the_wild_(54031835089).jpg#Licensing,Public domain,https://commons.wikimedia.org/wiki/File:A_group_of_people_wait_for_California_condors_to_take_their_first_flights_in_the_wild_(54031835089).jpg#Licensing,BLMArizona,BLMArizona — A group of people wait for California condors to take their first flights in the wild (54031835089).jpg — Public domain — via Wikimedia Commons,2026-08-12,2025-02-05T10:46:34Z,sha1:13177e46dcb02f45dd96b480a9b7671be3ed7832,4800,3200,1280,853,1.50058617,1.50058617,aspect_hard_1,landscape,true,14d13a7ac54af75d9ddf766a67c351bc2c6af10ecdbf1783f46ec4dfaac8a257,d6339bede2e98488,candidate_review/commons-4347ff882f64.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/A_group_of_people_wait_for_California_condors_to_take_their_first_flights_in_the_wild_%2854031835089%29.jpg/1280px-A_group_of_people_wait_for_California_condors_to_take_their_first_flights_in_the_wild_%2854031835089%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-48a6f31dbbef,multi_person,wikimedia_commons,File:Group photo event ( WANT).jpg,https://commons.wikimedia.org/wiki/File:Group_photo_event_(_WANT).jpg,https://upload.wikimedia.org/wikipedia/commons/5/5d/Group_photo_event_%28_WANT%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/5/5d/Group_photo_event_%28_WANT%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://commons.wikimedia.org/wiki/File:Group_photo_event_(_WANT).jpg#Licensing,CC0,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ishaku Ajeje,Ishaku Ajeje — Group photo event ( WANT).jpg — CC0 — via Wikimedia Commons,2026-08-12,2025-05-30T16:32:27Z,sha1:a3f4fa1cb0607ec7f7b4a220545a5c7cc66692b7,1080,720,1080,720,1.50000000,1.50000000,aspect_hard_1,landscape,true,455adc00e092681f219eeb8392f39761a6446f762e83a3110d42ec4db19c4489,83616ec874d3b09e,candidate_review/commons-48a6f31dbbef.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/5/5d/Group_photo_event_%28_WANT%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
commons-52cbc0eac6ae,multi_person,wikimedia_commons,File:Herforder SV Borussia Friedenstal 2014 2015 kopieren.jpg,https://commons.wikimedia.org/wiki/File:Herforder_SV_Borussia_Friedenstal_2014_2015_kopieren.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3c/Herforder_SV_Borussia_Friedenstal_2014_2015_kopieren.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Herforder_SV_Borussia_Friedenstal_2014_2015_kopieren.jpg/1280px-Herforder_SV_Borussia_Friedenstal_2014_2015_kopieren.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Herforder_SV_Borussia_Friedenstal_2014_2015_kopieren.jpg#Licensing,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,www.jacqueline-nolting.de,www.jacqueline-nolting.de — Herforder SV Borussia Friedenstal 2014 2015 kopieren.jpg — CC BY-SA 4.0 — via Wikimedia Commons,2026-08-12,2014-09-08T17:51:25Z,sha1:d23d65de490f4c381adf3719e15f5a00da43f731,5472,2750,1280,643,1.99066874,1.99066874,aspect_hard_1,landscape,true,82f140d02d41e644c4c4d82c2ee231154134cf2e7bcb183ed65aa0bc99c7fd9a,8b7895836a237e4e,candidate_review/commons-52cbc0eac6ae.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Herforder_SV_Borussia_Friedenstal_2014_2015_kopieren.jpg/1280px-Herforder_SV_Borussia_Friedenstal_2014_2015_kopieren.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-5835540f49a3,multi_person,wikimedia_commons,File:A group of people at the Flagstaff wild horse and burro event (54706220359).jpg,https://commons.wikimedia.org/wiki/File:A_group_of_people_at_the_Flagstaff_wild_horse_and_burro_event_(54706220359).jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/A_group_of_people_at_the_Flagstaff_wild_horse_and_burro_event_%2854706220359%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/A_group_of_people_at_the_Flagstaff_wild_horse_and_burro_event_%2854706220359%29.jpg/1280px-A_group_of_people_at_the_Flagstaff_wild_horse_and_burro_event_%2854706220359%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:A_group_of_people_at_the_Flagstaff_wild_horse_and_burro_event_(54706220359).jpg#Licensing,Public domain,https://commons.wikimedia.org/wiki/File:A_group_of_people_at_the_Flagstaff_wild_horse_and_burro_event_(54706220359).jpg#Licensing,BLMArizona,BLMArizona — A group of people at the Flagstaff wild horse and burro event (54706220359).jpg — Public domain — via Wikimedia Commons,2026-08-12,2025-08-08T11:46:09Z,sha1:ac5bd9e8c480ab42dd59affc51a08c0b8d428241,5760,3840,1280,853,1.50058617,1.50058617,aspect_hard_1,landscape,true,45499ee7fcd4bef71cf3d58f9a13a8c887c32c64fa820ad5d99d5dca6bc6e638,909cdd07171c91e3,candidate_review/commons-5835540f49a3.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/A_group_of_people_at_the_Flagstaff_wild_horse_and_burro_event_%2854706220359%29.jpg/1280px-A_group_of_people_at_the_Flagstaff_wild_horse_and_burro_event_%2854706220359%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-584cb2d07d77,multi_person,wikimedia_commons,File:At Parador parking panorama (49652594211).jpg,https://commons.wikimedia.org/wiki/File:At_Parador_parking_panorama_(49652594211).jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/At_Parador_parking_panorama_%2849652594211%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/At_Parador_parking_panorama_%2849652594211%29.jpg/1280px-At_Parador_parking_panorama_%2849652594211%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:At_Parador_parking_panorama_(49652594211).jpg#Licensing,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Iain Cameron,Iain Cameron — At Parador parking panorama (49652594211).jpg — CC BY 2.0 — via Wikimedia Commons,2026-08-12,2024-02-03T00:14:45Z,sha1:64a0d6f5e8008b9396693138ad994ce8f8332b2e,2840,912,1280,411,3.11435523,3.11435523,aspect_extreme,landscape,true,bb56bd4516dafbd4bcfc47998f4c585f9b62dfafe8e470abe66325108c109fcc,97899552607d9f87,candidate_review/commons-584cb2d07d77.bin,downloaded,Commons aspect-targeted query; visual scene review required.
commons-5f8a143c4ebd,multi_person,wikimedia_commons,File:A large group of people attended the 28th annual California condor release event (54031476036).jpg,https://commons.wikimedia.org/wiki/File:A_large_group_of_people_attended_the_28th_annual_California_condor_release_event_(54031476036).jpg,https://upload.wikimedia.org/wikipedia/commons/e/e9/A_large_group_of_people_attended_the_28th_annual_California_condor_release_event_%2854031476036%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/A_large_group_of_people_attended_the_28th_annual_California_condor_release_event_%2854031476036%29.jpg/1280px-A_large_group_of_people_attended_the_28th_annual_California_condor_release_event_%2854031476036%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:A_large_group_of_people_attended_the_28th_annual_California_condor_release_event_(54031476036).jpg#Licensing,Public domain,https://commons.wikimedia.org/wiki/File:A_large_group_of_people_attended_the_28th_annual_California_condor_release_event_(54031476036).jpg#Licensing,BLMArizona,BLMArizona — A large group of people attended the 28th annual California condor release event (54031476036).jpg — Public domain — via Wikimedia Commons,2026-08-12,2025-02-05T10:48:43Z,sha1:a568769374e06d5e10e2174ec8bff228330da9d3,4800,3200,1280,853,1.50058617,1.50058617,aspect_hard_1,landscape,true,e55d3ef34d4634dcb852128273b1982d994d95d7a02f5736e3f8801a594604e2,9d67cc732638879c,candidate_review/commons-5f8a143c4ebd.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/A_large_group_of_people_attended_the_28th_annual_California_condor_release_event_%2854031476036%29.jpg/1280px-A_large_group_of_people_attended_the_28th_annual_California_condor_release_event_%2854031476036%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
commons-5fb5f88458ee,multi_person,wikimedia_commons,File:Fort Jay Governors Island panorama.jpg,https://commons.wikimedia.org/wiki/File:Fort_Jay_Governors_Island_panorama.jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/Fort_Jay_Governors_Island_panorama.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Fort_Jay_Governors_Island_panorama.jpg/1280px-Fort_Jay_Governors_Island_panorama.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Fort_Jay_Governors_Island_panorama.jpg#Licensing,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Nestor Rivera Jr,Nestor Rivera Jr — Fort Jay Governors Island panorama.jpg — CC BY-SA 2.0 — via Wikimedia Commons,2026-08-12,2014-09-23T19:44:34Z,sha1:fc117d896b8465666a8141499ac99bd696fb8b6a,8453,2370,1280,359,3.56545961,3.56545961,aspect_extreme,landscape,true,8a08d7a4897d1b8c0661f037914baf584ac4c12d6fadae2fb100256a4b49199c,979f5160bf8a583c,candidate_review/commons-5fb5f88458ee.bin,downloaded,Commons aspect-targeted query; visual scene review required.
commons-6a7040786286,multi_person,wikimedia_commons,File:Bigger Event Sponsors group photo (34524857435).jpg,https://commons.wikimedia.org/wiki/File:Bigger_Event_Sponsors_group_photo_(34524857435).jpg,https://upload.wikimedia.org/wikipedia/commons/6/6d/Bigger_Event_Sponsors_group_photo_%2834524857435%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Bigger_Event_Sponsors_group_photo_%2834524857435%29.jpg/1280px-Bigger_Event_Sponsors_group_photo_%2834524857435%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,https://commons.wikimedia.org/wiki/File:Bigger_Event_Sponsors_group_photo_(34524857435).jpg#Licensing,Public domain,https://commons.wikimedia.org/wiki/File:Bigger_Event_Sponsors_group_photo_(34524857435).jpg#Licensing,Bureau of Land Management - Utah,Bureau of Land Management - Utah — Bigger Event Sponsors group photo (34524857435).jpg — Public domain — via Wikimedia Commons,2026-08-12,2021-07-05T14:29:02Z,sha1:79a30c4d56acb82938ea89fa1c346016a139e70e,1800,1200,1280,853,1.50058617,1.50058617,aspect_hard_1,landscape,true,f71abfc1cd104506b32abe248cf4f708dc5907f6dc1aa9db45e5140fa5419024,a993978fb630583c,candidate_review/commons-6a7040786286.bin,downloaded,Commons scene search supplement; visual scene review required. Download failure: 429 Client Error: Your bot is making too many requests. Please reduce your request rate or contact bot-traffic@wikimedia.org (f263c81) for url: https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Bigger_Event_Sponsors_group_photo_%2834524857435%29.jpg/1280px-Bigger_Event_Sponsors_group_photo_%2834524857435%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
